,TravelTime,Img_name
0,2.0,flow_1024_0.jpg
1,2.0,flow_1024_1.jpg
5,1.0,flow_1024_5.jpg
9,3.0,flow_1024_9.jpg
10,3.0,flow_1024_10.jpg
13,4.0,flow_1024_13.jpg
14,3.0,flow_1024_14.jpg
15,2.0,flow_1024_15.jpg
20,3.0,flow_1024_20.jpg
34,4.0,flow_1024_34.jpg
35,3.0,flow_1024_35.jpg
36,2.0,flow_1024_36.jpg
37,3.0,flow_1024_37.jpg
38,3.0,flow_1024_38.jpg
39,3.0,flow_1024_39.jpg
40,2.0,flow_1024_40.jpg
42,2.0,flow_1024_42.jpg
43,2.0,flow_1024_43.jpg
44,4.0,flow_1024_44.jpg
45,2.0,flow_1024_45.jpg
46,1.0,flow_1024_46.jpg
47,3.0,flow_1024_47.jpg
48,2.0,flow_1024_48.jpg
49,2.0,flow_1024_49.jpg
50,1.0,flow_1024_50.jpg
51,0.0,flow_1024_51.jpg
52,1.0,flow_1024_52.jpg
53,1.0,flow_1024_53.jpg
54,0.0,flow_1024_54.jpg
55,2.0,flow_1024_55.jpg
56,1.0,flow_1024_56.jpg
57,1.0,flow_1024_57.jpg
58,1.0,flow_1024_58.jpg
59,2.0,flow_1024_59.jpg
60,2.0,flow_1024_60.jpg
61,1.0,flow_1024_61.jpg
62,1.0,flow_1024_62.jpg
63,1.0,flow_1024_63.jpg
64,1.0,flow_1024_64.jpg
65,1.0,flow_1024_65.jpg
66,2.0,flow_1024_66.jpg
67,1.0,flow_1024_67.jpg
68,1.0,flow_1024_68.jpg
69,1.0,flow_1024_69.jpg
70,1.0,flow_1024_70.jpg
71,2.0,flow_1024_71.jpg
72,2.0,flow_1024_72.jpg
73,3.0,flow_1024_73.jpg
74,4.0,flow_1024_74.jpg
75,3.0,flow_1024_75.jpg
76,5.0,flow_1024_76.jpg
77,5.0,flow_1024_77.jpg
78,5.0,flow_1024_78.jpg
79,5.0,flow_1024_79.jpg
80,4.0,flow_1024_80.jpg
81,3.0,flow_1024_81.jpg
82,3.0,flow_1024_82.jpg
83,2.0,flow_1024_83.jpg
84,1.0,flow_1024_84.jpg
85,1.0,flow_1024_85.jpg
86,1.0,flow_1024_86.jpg
87,1.0,flow_1024_87.jpg
88,1.0,flow_1024_88.jpg
89,2.0,flow_1024_89.jpg
90,2.0,flow_1024_90.jpg
91,0.0,flow_1024_91.jpg
92,3.0,flow_1024_92.jpg
93,1.0,flow_1024_93.jpg
94,1.0,flow_1024_94.jpg
95,5.0,flow_1024_95.jpg
96,1.0,flow_1024_96.jpg
97,1.0,flow_1024_97.jpg
98,1.0,flow_1024_98.jpg
99,2.0,flow_1024_99.jpg
100,2.0,flow_1024_100.jpg
101,2.0,flow_1024_101.jpg
102,1.0,flow_1024_102.jpg
103,2.0,flow_1024_103.jpg
104,1.0,flow_1024_104.jpg
105,1.0,flow_1024_105.jpg
106,1.0,flow_1024_106.jpg
107,1.0,flow_1024_107.jpg
108,1.0,flow_1024_108.jpg
109,1.0,flow_1024_109.jpg
110,1.0,flow_1024_110.jpg
111,1.0,flow_1024_111.jpg
112,1.0,flow_1024_112.jpg
113,0.0,flow_1024_113.jpg
114,1.0,flow_1024_114.jpg
115,1.0,flow_1024_115.jpg
116,1.0,flow_1024_116.jpg
117,1.0,flow_1024_117.jpg
118,2.0,flow_1024_118.jpg
119,1.0,flow_1024_119.jpg
120,1.0,flow_1024_120.jpg
121,1.0,flow_1024_121.jpg
122,2.0,flow_1024_122.jpg
123,2.0,flow_1024_123.jpg
124,1.0,flow_1024_124.jpg
125,1.0,flow_1024_125.jpg
126,1.0,flow_1024_126.jpg
127,1.0,flow_1024_127.jpg
128,2.0,flow_1024_128.jpg
129,2.0,flow_1024_129.jpg
130,1.0,flow_1024_130.jpg
131,1.0,flow_1024_131.jpg
132,1.0,flow_1024_132.jpg
134,1.0,flow_1024_134.jpg
135,2.0,flow_1024_135.jpg
136,2.0,flow_1024_136.jpg
137,2.0,flow_1024_137.jpg
138,2.0,flow_1024_138.jpg
139,2.0,flow_1024_139.jpg
140,1.0,flow_1024_140.jpg
141,1.0,flow_1024_141.jpg
142,1.0,flow_1024_142.jpg
143,1.0,flow_1024_143.jpg
144,1.0,flow_1024_144.jpg
145,2.0,flow_1024_145.jpg
146,2.0,flow_1024_146.jpg
147,2.0,flow_1024_147.jpg
148,2.0,flow_1024_148.jpg
149,1.0,flow_1024_149.jpg
150,2.0,flow_1024_150.jpg
151,2.0,flow_1024_151.jpg
152,1.0,flow_1024_152.jpg
153,1.0,flow_1024_153.jpg
154,1.0,flow_1024_154.jpg
155,2.0,flow_1024_155.jpg
156,2.0,flow_1024_156.jpg
157,3.0,flow_1024_157.jpg
158,3.0,flow_1024_158.jpg
159,2.0,flow_1024_159.jpg
160,2.0,flow_1024_160.jpg
161,3.0,flow_1024_161.jpg
162,3.0,flow_1024_162.jpg
163,3.0,flow_1024_163.jpg
164,3.0,flow_1024_164.jpg
165,3.0,flow_1024_165.jpg
166,4.0,flow_1024_166.jpg
167,3.0,flow_1024_167.jpg
168,4.0,flow_1024_168.jpg
169,5.0,flow_1024_169.jpg
170,6.0,flow_1024_170.jpg
171,4.0,flow_1024_171.jpg
172,5.0,flow_1024_172.jpg
173,8.0,flow_1024_173.jpg
174,9.0,flow_1024_174.jpg
175,9.0,flow_1024_175.jpg
176,9.0,flow_1024_176.jpg
177,9.0,flow_1024_177.jpg
178,9.0,flow_1024_178.jpg
179,9.0,flow_1024_179.jpg
180,9.0,flow_1024_180.jpg
181,9.0,flow_1024_181.jpg
182,9.0,flow_1024_182.jpg
183,9.0,flow_1024_183.jpg
184,9.0,flow_1024_184.jpg
185,9.0,flow_1024_185.jpg
186,9.0,flow_1024_186.jpg
