,TravelTime,Img_name
0,508.031746031746,observation_1023_0.jpg
1,515.2142857142858,observation_1023_1.jpg
2,562.6904761904763,observation_1023_2.jpg
3,551.5,observation_1023_3.jpg
5,511.0,observation_1023_5.jpg
6,498.16666666666663,observation_1023_6.jpg
7,501.75,observation_1023_7.jpg
8,520.25,observation_1023_8.jpg
9,563.2666666666667,observation_1023_9.jpg
10,554.95,observation_1023_10.jpg
11,573.0666666666667,observation_1023_11.jpg
12,492.5,observation_1023_12.jpg
13,567.2916666666666,observation_1023_13.jpg
14,541.650974025974,observation_1023_14.jpg
15,541.8095238095239,observation_1023_15.jpg
16,522.0,observation_1023_16.jpg
17,533.1,observation_1023_17.jpg
18,515.75,observation_1023_18.jpg
19,505.1666666666667,observation_1023_19.jpg
20,548.575,observation_1023_20.jpg
21,552.7777777777778,observation_1023_21.jpg
22,548.3333333333333,observation_1023_22.jpg
26,484.5,observation_1023_26.jpg
27,516.0,observation_1023_27.jpg
28,507.0,observation_1023_28.jpg
29,434.5,observation_1023_29.jpg
30,519.6666666666666,observation_1023_30.jpg
31,572.3333333333334,observation_1023_31.jpg
32,528.5,observation_1023_32.jpg
33,521.8333333333334,observation_1023_33.jpg
34,550.6333333333333,observation_1023_34.jpg
35,534.25,observation_1023_35.jpg
36,510.8666666666667,observation_1023_36.jpg
37,538.0833333333334,observation_1023_37.jpg
38,548.5333333333333,observation_1023_38.jpg
39,514.3730158730159,observation_1023_39.jpg
40,525.1785714285714,observation_1023_40.jpg
41,522.3,observation_1023_41.jpg
42,517.1,observation_1023_42.jpg
43,535.7666666666667,observation_1023_43.jpg
44,543.5,observation_1023_44.jpg
45,538.0833333333333,observation_1023_45.jpg
46,553.0357142857142,observation_1023_46.jpg
47,561.4166666666667,observation_1023_47.jpg
48,520.4666666666667,observation_1023_48.jpg
49,504.375,observation_1023_49.jpg
50,482.0952380952381,observation_1023_50.jpg
51,486.08095238095234,observation_1023_51.jpg
52,504.4535714285714,observation_1023_52.jpg
53,494.40000000000003,observation_1023_53.jpg
54,472.98232323232327,observation_1023_54.jpg
55,514.2559523809523,observation_1023_55.jpg
56,502.08333333333337,observation_1023_56.jpg
57,499.45238095238096,observation_1023_57.jpg
58,507.6643356643357,observation_1023_58.jpg
59,514.25,observation_1023_59.jpg
60,510.30219780219784,observation_1023_60.jpg
61,509.0675990675991,observation_1023_61.jpg
62,491.80574162679426,observation_1023_62.jpg
63,506.17272727272723,observation_1023_63.jpg
64,492.6713286713287,observation_1023_64.jpg
65,498.46078431372547,observation_1023_65.jpg
66,521.3473389355743,observation_1023_66.jpg
67,497.27435897435896,observation_1023_67.jpg
68,500.9897727272727,observation_1023_68.jpg
69,483.45879120879124,observation_1023_69.jpg
70,497.33076923076925,observation_1023_70.jpg
71,526.8207417582418,observation_1023_71.jpg
72,544.047619047619,observation_1023_72.jpg
73,556.6333333333333,observation_1023_73.jpg
74,608.5987179487179,observation_1023_74.jpg
75,577.2086124401914,observation_1023_75.jpg
76,605.5952380952381,observation_1023_76.jpg
77,616.6898395721926,observation_1023_77.jpg
78,609.7288461538461,observation_1023_78.jpg
79,621.1666666666666,observation_1023_79.jpg
80,581.8216450216449,observation_1023_80.jpg
81,563.3842105263158,observation_1023_81.jpg
82,551.940909090909,observation_1023_82.jpg
83,512.2904858299595,observation_1023_83.jpg
84,491.71491228070175,observation_1023_84.jpg
85,511.15656565656565,observation_1023_85.jpg
86,507.5827067669173,observation_1023_86.jpg
87,514.112037037037,observation_1023_87.jpg
88,496.7095141700405,observation_1023_88.jpg
89,516.0818713450292,observation_1023_89.jpg
90,513.875,observation_1023_90.jpg
91,485.97802197802196,observation_1023_91.jpg
92,504.83333333333337,observation_1023_92.jpg
93,497.6442307692308,observation_1023_93.jpg
94,499.3333333333333,observation_1023_94.jpg
95,500.3809523809524,observation_1023_95.jpg
96,503.8952380952381,observation_1023_96.jpg
97,484.8307692307692,observation_1023_97.jpg
98,509.5039682539682,observation_1023_98.jpg
99,507.54102564102567,observation_1023_99.jpg
100,517.779020979021,observation_1023_100.jpg
101,514.922305764411,observation_1023_101.jpg
102,506.4473684210526,observation_1023_102.jpg
103,520.1122994652407,observation_1023_103.jpg
104,496.9222222222222,observation_1023_104.jpg
105,500.66153846153844,observation_1023_105.jpg
106,497.83452380952383,observation_1023_106.jpg
107,496.02857142857147,observation_1023_107.jpg
108,493.9659090909091,observation_1023_108.jpg
109,501.58888888888896,observation_1023_109.jpg
110,550.2009803921569,observation_1023_110.jpg
111,495.85227272727275,observation_1023_111.jpg
112,509.25882352941176,observation_1023_112.jpg
113,483.3477941176471,observation_1023_113.jpg
114,490.052380952381,observation_1023_114.jpg
115,498.7536375661376,observation_1023_115.jpg
116,510.5102564102564,observation_1023_116.jpg
117,502.11111111111114,observation_1023_117.jpg
118,509.5892857142857,observation_1023_118.jpg
119,504.63737373737376,observation_1023_119.jpg
120,509.281746031746,observation_1023_120.jpg
121,510.8235294117647,observation_1023_121.jpg
122,515.3636363636363,observation_1023_122.jpg
123,522.0714285714286,observation_1023_123.jpg
124,501.7581699346405,observation_1023_124.jpg
125,522.8333333333333,observation_1023_125.jpg
126,509.30808080808083,observation_1023_126.jpg
127,516.3157509157509,observation_1023_127.jpg
128,509.94642857142856,observation_1023_128.jpg
129,510.9555555555555,observation_1023_129.jpg
130,502.69999999999993,observation_1023_130.jpg
131,509.5251260504201,observation_1023_131.jpg
132,512.4623015873016,observation_1023_132.jpg
133,444.8,observation_1023_133.jpg
134,506.2083333333333,observation_1023_134.jpg
135,522.0681818181818,observation_1023_135.jpg
136,509.28582015810275,observation_1023_136.jpg
137,517.7252747252747,observation_1023_137.jpg
138,526.4142543859649,observation_1023_138.jpg
139,516.2676282051282,observation_1023_139.jpg
140,508.3429347826087,observation_1023_140.jpg
141,507.29761904761904,observation_1023_141.jpg
142,502.4,observation_1023_142.jpg
143,505.4525641025641,observation_1023_143.jpg
144,503.3498599439776,observation_1023_144.jpg
145,514.6659919028341,observation_1023_145.jpg
146,518.2681878306878,observation_1023_146.jpg
147,513.6886446886447,observation_1023_147.jpg
148,514.104347826087,observation_1023_148.jpg
149,507.4843137254902,observation_1023_149.jpg
150,536.9904761904762,observation_1023_150.jpg
151,515.8830409356725,observation_1023_151.jpg
152,501.3921568627451,observation_1023_152.jpg
153,508.379797979798,observation_1023_153.jpg
154,521.0458333333333,observation_1023_154.jpg
155,530.4,observation_1023_155.jpg
156,524.1785714285714,observation_1023_156.jpg
157,548.1923076923076,observation_1023_157.jpg
158,540.3131652661065,observation_1023_158.jpg
159,537.3852813852814,observation_1023_159.jpg
160,535.6818181818181,observation_1023_160.jpg
161,560.7198381328816,observation_1023_161.jpg
162,556.7126050420168,observation_1023_162.jpg
163,548.2666666666667,observation_1023_163.jpg
164,545.7631578947369,observation_1023_164.jpg
165,555.9727272727273,observation_1023_165.jpg
166,572.297619047619,observation_1023_166.jpg
167,573.4745297805642,observation_1023_167.jpg
168,596.4642857142858,observation_1023_168.jpg
169,607.9873684210527,observation_1023_169.jpg
170,623.9200244200244,observation_1023_170.jpg
171,574.7769138755981,observation_1023_171.jpg
172,610.6337792642141,observation_1023_172.jpg
173,707.9329710144928,observation_1023_173.jpg
174,741.6155172413793,observation_1023_174.jpg
175,735.3280423280423,observation_1023_175.jpg
176,739.9695652173914,observation_1023_176.jpg
177,762.297288676236,observation_1023_177.jpg
178,750.686274509804,observation_1023_178.jpg
179,772.9726190476191,observation_1023_179.jpg
180,762.6696969696969,observation_1023_180.jpg
181,816.3263305322129,observation_1023_181.jpg
182,837.9597069597069,observation_1023_182.jpg
183,836.1974789915967,observation_1023_183.jpg
184,801.5647058823529,observation_1023_184.jpg
185,860.961403508772,observation_1023_185.jpg
186,864.7142857142857,observation_1023_186.jpg
187,858.4174208144797,observation_1023_187.jpg
188,863.337542087542,observation_1023_188.jpg
189,832.6580882352941,observation_1023_189.jpg
190,818.0164141414141,observation_1023_190.jpg
191,814.4908424908425,observation_1023_191.jpg
192,802.6658869395711,observation_1023_192.jpg
193,785.7585943468297,observation_1023_193.jpg
194,809.5759197324414,observation_1023_194.jpg
195,819.2967914438503,observation_1023_195.jpg
196,774.7476190476191,observation_1023_196.jpg
197,764.0563811188811,observation_1023_197.jpg
198,734.0791062801933,observation_1023_198.jpg
199,784.2333333333332,observation_1023_199.jpg
200,751.8712121212121,observation_1023_200.jpg
201,708.7811893988364,observation_1023_201.jpg
202,629.2713235294118,observation_1023_202.jpg
