5439,0,5.1210142269,occupancy_1015_0.jpg,10150
5440,2,5.0951286128,occupancy_1015_2.jpg,10152
5441,3,5.1939831234,occupancy_1015_3.jpg,10153
5442,4,5.1273327626,occupancy_1015_4.jpg,10154
5443,5,5.1829766418,occupancy_1015_5.jpg,10155
5444,6,5.1077656842,occupancy_1015_6.jpg,10156
5445,7,5.2869267458,occupancy_1015_7.jpg,10157
5446,8,5.1980595981,occupancy_1015_8.jpg,10158
5447,9,5.1450654274,occupancy_1015_9.jpg,10159
4142,0,-0.418507195,occupancy_1016_0.jpg,10160
4143,1,-0.3572581631,occupancy_1016_1.jpg,10161
4144,2,-0.4294593236,occupancy_1016_2.jpg,10162
4145,4,-0.2733846969,occupancy_1016_4.jpg,10164
4146,5,-0.3514491867,occupancy_1016_5.jpg,10165
4147,6,-0.3814112755,occupancy_1016_6.jpg,10166
4148,7,-0.4688516571,occupancy_1016_7.jpg,10167
4149,8,-0.3991439403,occupancy_1016_8.jpg,10168
4150,9,-0.2282173576,occupancy_1016_9.jpg,10169
3463,0,-0.4075007134,occupancy_1017_0.jpg,10170
3464,1,-0.3323712853,occupancy_1017_1.jpg,10171
3465,2,-0.4015898251,occupancy_1017_2.jpg,10172
3466,3,-0.3852431617,occupancy_1017_3.jpg,10173
3467,4,-0.4260079084,occupancy_1017_4.jpg,10174
3468,5,-0.4348946231,occupancy_1017_5.jpg,10175
3469,6,-0.3524683054,occupancy_1017_6.jpg,10176
3470,7,-0.4304512657,occupancy_1017_7.jpg,10177
3471,8,-0.3043659044,occupancy_1017_8.jpg,10178
3472,9,-0.4073376544,occupancy_1017_9.jpg,10179
3067,0,-0.2819336466,occupancy_1020_0.jpg,10200
3068,1,-0.2778105837,occupancy_1020_1.jpg,10201
3069,2,-0.3772532714,occupancy_1020_2.jpg,10202
3070,3,-0.3897680486,occupancy_1020_3.jpg,10203
3071,4,-0.3594507242,occupancy_1020_4.jpg,10204
3072,5,-0.3618441971,occupancy_1020_5.jpg,10205
3073,6,-0.1600587012,occupancy_1020_6.jpg,10206
3074,7,-0.2856141209,occupancy_1020_7.jpg,10207
3075,8,-0.4015898251,occupancy_1020_8.jpg,10208
3076,9,-0.4113733643,occupancy_1020_9.jpg,10209
4407,0,-0.4995475113,occupancy_1021_0.jpg,10210
4408,1,-0.4802657861,occupancy_1021_1.jpg,10211
4409,2,-0.5070249306,occupancy_1021_2.jpg,10212
4410,3,-0.4596795891,occupancy_1021_3.jpg,10213
4411,4,-0.4882149117,occupancy_1021_4.jpg,10214
4412,5,-0.5090049325,occupancy_1021_5.jpg,10215
4413,7,-0.5022379846,occupancy_1021_7.jpg,10217
4414,9,-0.3826342179,occupancy_1021_9.jpg,10219
2808,0,-0.2505564388,occupancy_1022_0.jpg,10220
2809,2,-0.406603889,occupancy_1022_2.jpg,10222
2810,3,-0.3981248217,occupancy_1022_3.jpg,10223
2811,4,-0.4319595614,occupancy_1022_4.jpg,10224
2812,5,-0.3198565081,occupancy_1022_5.jpg,10225
2813,7,-0.3933553463,occupancy_1022_7.jpg,10227
2814,8,-0.3948636419,occupancy_1022_8.jpg,10228
2815,9,-0.1749087161,occupancy_1022_9.jpg,10229
4648,0,-0.4119071884,occupancy_1023_0.jpg,10230
4649,1,-0.3943395238,occupancy_1023_1.jpg,10231
4650,2,-0.2782182312,occupancy_1023_2.jpg,10232
4651,3,-0.3055888468,occupancy_1023_3.jpg,10233
4652,5,-0.4046471811,occupancy_1023_5.jpg,10235
4653,6,-0.436036036,occupancy_1023_6.jpg,10236
4654,7,-0.4272716155,occupancy_1023_7.jpg,10237
4655,8,-0.3820227467,occupancy_1023_8.jpg,10238
4656,9,-0.2768089356,occupancy_1023_9.jpg,10239
1715,0,-0.5083526966,occupancy_1026_0.jpg,10260
1716,1,-0.4335086217,occupancy_1026_1.jpg,10261
1717,2,-0.4364436835,occupancy_1026_2.jpg,10262
1718,4,-0.3205902735,occupancy_1026_4.jpg,10264
1719,5,-0.4111113052,occupancy_1026_5.jpg,10265
1720,6,-0.3269903388,occupancy_1026_6.jpg,10266
1721,7,-0.3301059301,occupancy_1026_7.jpg,10267
1722,8,-0.3047735518,occupancy_1026_8.jpg,10268
1723,9,-0.4111695406,occupancy_1026_9.jpg,10269
530,0,-0.5171578819,occupancy_1027_0.jpg,10270
531,2,-0.552487329,occupancy_1027_2.jpg,10272
532,3,-0.4615140027,occupancy_1027_3.jpg,10273
533,4,-0.4420692185,occupancy_1027_4.jpg,10274
534,5,-0.4411316294,occupancy_1027_5.jpg,10275
535,6,-0.4331009743,occupancy_1027_6.jpg,10276
536,7,-0.4097835392,occupancy_1027_7.jpg,10277
537,8,-0.3496147731,occupancy_1027_8.jpg,10278
538,9,-0.4765969589,occupancy_1027_9.jpg,10279
2116,0,-0.6333374098,occupancy_1028_0.jpg,10280
2117,1,-0.618662101,occupancy_1028_1.jpg,10281
2118,2,-0.5561697444,occupancy_1028_2.jpg,10282
2119,3,-0.4725204843,occupancy_1028_3.jpg,10283
2120,4,-0.5293873059,occupancy_1028_4.jpg,10284
2121,6,-0.5412090824,occupancy_1028_6.jpg,10286
2122,7,-0.4560107619,occupancy_1028_7.jpg,10287
2123,8,-0.5831967714,occupancy_1028_8.jpg,10288
2124,9,-0.5114508173,occupancy_1028_9.jpg,10289
943,0,2.3060046472,occupancy_1031_0.jpg,10310
944,1,2.3278429043,occupancy_1031_1.jpg,10311
945,2,2.2821572704,occupancy_1031_2.jpg,10312
946,3,2.339024092,occupancy_1031_3.jpg,10313
947,4,2.3090620032,occupancy_1031_4.jpg,10314
948,5,2.3590395826,occupancy_1031_5.jpg,10315
949,6,4.4138681668,occupancy_1031_6.jpg,10316
950,7,3.0701398231,occupancy_1031_7.jpg,10317
951,8,3.0685092332,occupancy_1031_8.jpg,10318
952,9,3.0795157148,occupancy_1031_9.jpg,10319
3195,0,1.6437813379,occupancy_1101_0.jpg,11010
3196,1,1.7860270096,occupancy_1101_1.jpg,11011
3197,2,1.7379479027,occupancy_1101_2.jpg,11012
3198,3,1.8293016999,occupancy_1101_3.jpg,11013
3199,4,1.8439362439,occupancy_1101_4.jpg,11014
3200,5,1.8681912682,occupancy_1101_5.jpg,11015
3201,6,1.8447515389,occupancy_1101_6.jpg,11016
3202,8,1.8463821287,occupancy_1101_8.jpg,11018
3203,9,1.8810321634,occupancy_1101_9.jpg,11019
3727,0,-0.2933594228,occupancy_1102_0.jpg,11020
3728,1,-0.3709143533,occupancy_1102_1.jpg,11021
3729,2,-0.3147423853,occupancy_1102_2.jpg,11022
3730,3,-0.3563001916,occupancy_1102_3.jpg,11023
3731,4,-0.354302719,occupancy_1102_4.jpg,11024
3732,5,-0.3860584566,occupancy_1102_5.jpg,11025
3733,6,-0.4091313032,occupancy_1102_6.jpg,11026
3734,7,-0.5489543842,occupancy_1102_7.jpg,11027
3735,8,-0.4308181485,occupancy_1102_8.jpg,11028
3736,9,-0.3508377155,occupancy_1102_9.jpg,11029
1208,0,-0.4351916234,occupancy_1104_0.jpg,11040
1209,1,-0.5174490586,occupancy_1104_1.jpg,11041
1210,2,-0.5367249603,occupancy_1104_2.jpg,11042
1211,3,-0.5394154335,occupancy_1104_3.jpg,11043
1212,4,-0.5257184787,occupancy_1104_4.jpg,11044
1213,5,-0.5560008619,occupancy_1104_5.jpg,11045
1214,6,-0.4498960499,occupancy_1104_6.jpg,11046
1215,7,-0.4918837389,occupancy_1104_7.jpg,11047
1216,8,-0.4547878195,occupancy_1104_8.jpg,11048
1450,0,0.2440014675,occupancy_1105_0.jpg,11050
1451,1,0.246715235,occupancy_1105_1.jpg,11051
1452,2,0.2710284946,occupancy_1105_2.jpg,11052
1453,3,0.1554604378,occupancy_1105_3.jpg,11053
1454,4,0.140785129,occupancy_1105_4.jpg,11054
1455,5,0.1279442338,occupancy_1105_5.jpg,11055
1456,6,0.1611675023,occupancy_1105_6.jpg,11056
1457,7,0.3211691329,occupancy_1105_7.jpg,11057
1458,8,0.5496555379,occupancy_1105_8.jpg,11058
1459,9,0.1709510415,occupancy_1105_9.jpg,11059
2369,0,1.6376666259,occupancy_1107_0.jpg,11070
2370,1,1.7220496515,occupancy_1107_1.jpg,11071
2371,2,1.6808772573,occupancy_1107_2.jpg,11072
2372,3,1.6709306592,occupancy_1107_3.jpg,11073
2373,4,1.7428396723,occupancy_1107_4.jpg,11074
2374,5,1.6804346687,occupancy_1107_5.jpg,11075
2375,6,1.6983245689,occupancy_1107_6.jpg,11076
2376,7,1.6890302067,occupancy_1107_7.jpg,11077
2377,8,1.8327259386,occupancy_1107_8.jpg,11078
2378,9,1.769744405,occupancy_1107_9.jpg,11079
2639,0,-0.3861865744,occupancy_1109_0.jpg,11090
2640,1,-0.3834495129,occupancy_1109_1.jpg,11091
2641,2,-0.475455546,occupancy_1109_2.jpg,11092
2642,3,-0.3428187075,occupancy_1109_3.jpg,11093
2643,4,-0.4570298806,occupancy_1109_4.jpg,11094
2644,5,-0.3543172778,occupancy_1109_5.jpg,11095
2645,6,-0.2924858925,occupancy_1109_6.jpg,11096
2646,7,-0.3435000611,occupancy_1109_7.jpg,11097
2647,8,-0.4269047328,occupancy_1109_8.jpg,11098
2648,9,-0.46643489,occupancy_1109_9.jpg,11099
4917,0,-0.5745488216,occupancy_1111_0.jpg,11110
4918,3,-0.4975908035,occupancy_1111_3.jpg,11113
4919,4,-0.551400269,occupancy_1111_4.jpg,11114
4920,5,-0.5752476458,occupancy_1111_5.jpg,11115
4921,6,-0.5856426562,occupancy_1111_6.jpg,11116
4922,7,-0.5538461538,occupancy_1111_7.jpg,11117
4923,8,-0.4940966823,occupancy_1111_8.jpg,11118
4924,9,-0.5725979373,occupancy_1111_9.jpg,11119
0,0,-0.552378623,occupancy_1112_0.jpg,11120
1,1,-0.4565203212,occupancy_1112_1.jpg,11121
2,2,-0.511479935,occupancy_1112_2.jpg,11122
3,3,-0.4369532428,occupancy_1112_3.jpg,11123
4,4,-0.4238337885,occupancy_1112_4.jpg,11124
5,5,-0.324544454,occupancy_1112_5.jpg,11125
6,7,-0.6264074029,occupancy_1112_7.jpg,11127
7,8,-0.466772655,occupancy_1112_8.jpg,11128
8,9,-0.4558069382,occupancy_1112_9.jpg,11129
1849,0,-0.4043560044,occupancy_1114_0.jpg,11140
1850,1,-0.4155837803,occupancy_1114_1.jpg,11141
1851,2,-0.419904314,occupancy_1114_2.jpg,11142
1852,3,-0.4977946272,occupancy_1114_3.jpg,11143
1853,4,-0.4046471811,occupancy_1114_4.jpg,11144
1854,5,-0.3608658432,occupancy_1114_5.jpg,11145
1855,6,-0.4335901512,occupancy_1114_6.jpg,11146
1856,7,-0.3039582569,occupancy_1114_7.jpg,11147
1857,8,-0.3936406995,occupancy_1114_8.jpg,11148
1858,9,-0.3161876809,occupancy_1114_9.jpg,11149
5172,0,-0.4806122865,occupancy_1115_0.jpg,11150
5173,1,-0.3924177571,occupancy_1115_1.jpg,11151
5174,2,-0.4960009784,occupancy_1115_2.jpg,11152
5175,3,-0.4527495822,occupancy_1115_3.jpg,11153
5176,4,-0.4064000652,occupancy_1115_4.jpg,11154
5177,5,-0.4168766051,occupancy_1115_5.jpg,11155
5178,6,-0.3892381069,occupancy_1115_6.jpg,11156
5179,7,-0.3324935796,occupancy_1115_7.jpg,11157
5180,8,-0.3425217072,occupancy_1115_8.jpg,11158
