,Unnamed: 0,TravelTime,Img_name,seq
0,0,0.0,flow_1018_0.jpg,10180
1,1,0.0,flow_1018_1.jpg,10181
2,2,0.0,flow_1018_2.jpg,10182
3,3,0.0,flow_1018_3.jpg,10183
4,4,0.0,flow_1018_4.jpg,10184
5,5,0.0,flow_1018_5.jpg,10185
6,6,0.0,flow_1018_6.jpg,10186
7,7,0.0,flow_1018_7.jpg,10187
8,8,0.0,flow_1018_8.jpg,10188
9,9,0.0,flow_1018_9.jpg,10189
10,10,0.0,flow_1018_10.jpg,101810
11,11,0.0,flow_1018_11.jpg,101811
12,12,0.0,flow_1018_12.jpg,101812
13,13,0.0,flow_1018_13.jpg,101813
14,14,0.0,flow_1018_14.jpg,101814
15,15,0.0,flow_1018_15.jpg,101815
16,16,0.0,flow_1018_16.jpg,101816
17,17,0.0,flow_1018_17.jpg,101817
18,18,0.0,flow_1018_18.jpg,101818
19,19,0.0,flow_1018_19.jpg,101819
20,20,0.0,flow_1018_20.jpg,101820
21,21,0.0,flow_1018_21.jpg,101821
22,22,0.0,flow_1018_22.jpg,101822
23,23,0.0,flow_1018_23.jpg,101823
24,24,0.0,flow_1018_24.jpg,101824
25,25,0.0,flow_1018_25.jpg,101825
26,26,0.0,flow_1018_26.jpg,101826
27,27,0.0,flow_1018_27.jpg,101827
28,28,0.0,flow_1018_28.jpg,101828
29,29,0.0,flow_1018_29.jpg,101829
30,30,0.0,flow_1018_30.jpg,101830
31,31,0.0,flow_1018_31.jpg,101831
32,32,0.0,flow_1018_32.jpg,101832
33,33,0.0,flow_1018_33.jpg,101833
34,34,0.0,flow_1018_34.jpg,101834
35,35,0.0,flow_1018_35.jpg,101835
36,36,0.0,flow_1018_36.jpg,101836
37,37,0.0,flow_1018_37.jpg,101837
38,38,0.0,flow_1018_38.jpg,101838
39,39,0.0,flow_1018_39.jpg,101839
40,40,0.0,flow_1018_40.jpg,101840
41,41,0.0,flow_1018_41.jpg,101841
42,42,0.0,flow_1018_42.jpg,101842
43,43,0.0,flow_1018_43.jpg,101843
44,44,0.0,flow_1018_44.jpg,101844
45,45,0.0,flow_1018_45.jpg,101845
46,46,0.0,flow_1018_46.jpg,101846
47,47,0.0,flow_1018_47.jpg,101847
48,48,0.0,flow_1018_48.jpg,101848
49,49,0.0,flow_1018_49.jpg,101849
