,Unnamed: 0,TravelTime,Img_name,seq
0,0,0.041666666666666664,speed_1027_0.jpg,10270
1,1,0.0,speed_1027_1.jpg,10271
2,2,0.028292181069958837,speed_1027_2.jpg,10272
3,3,0.06273148148148149,speed_1027_3.jpg,10273
4,4,0.07009259259259258,speed_1027_4.jpg,10274
5,5,0.07044753086419757,speed_1027_5.jpg,10275
6,6,0.07348765432098768,speed_1027_6.jpg,10276
7,7,0.0823148148148148,speed_1027_7.jpg,10277
8,8,0.1050925925925926,speed_1027_8.jpg,10278
9,9,0.05702160493827164,speed_1027_9.jpg,10279
10,10,0.08024691358024688,speed_1027_10.jpg,102710
11,11,0.11066137566137567,speed_1027_11.jpg,102711
12,12,0.07067901234567905,speed_1027_12.jpg,102712
13,13,0.08310185185185186,speed_1027_13.jpg,102713
14,14,0.02708333333333333,speed_1027_14.jpg,102714
15,15,0.2333333333333333,speed_1027_15.jpg,102715
16,16,0.2037037037037037,speed_1027_16.jpg,102716
17,17,0.22453703703703706,speed_1027_17.jpg,102717
18,18,0.2112654320987654,speed_1027_18.jpg,102718
19,19,0.20555555555555555,speed_1027_19.jpg,102719
20,20,0.16682098765432096,speed_1027_20.jpg,102720
21,21,0.09280423280423288,speed_1027_21.jpg,102721
22,22,0.07762345679012342,speed_1027_22.jpg,102722
23,23,0.0,speed_1027_23.jpg,102723
24,24,0.030864197530864237,speed_1027_24.jpg,102724
25,25,0.06591710758377428,speed_1027_25.jpg,102725
26,26,0.10486772486772487,speed_1027_26.jpg,102726
27,27,0.0883179012345679,speed_1027_27.jpg,102727
28,28,0.08209876543209874,speed_1027_28.jpg,102728
29,29,0.0,speed_1027_29.jpg,102729
30,30,0.07163580246913581,speed_1027_30.jpg,102730
31,31,0.14320987654320996,speed_1027_31.jpg,102731
32,32,0.10867724867724872,speed_1027_32.jpg,102732
33,33,0.10941358024691364,speed_1027_33.jpg,102733
34,34,0.11450617283950612,speed_1027_34.jpg,102734
35,35,0.11921296296296295,speed_1027_35.jpg,102735
36,36,0.06351851851851854,speed_1027_36.jpg,102736
37,37,0.03148148148148148,speed_1027_37.jpg,102737
38,38,0.0,speed_1027_38.jpg,102738
39,39,0.08985339506172836,speed_1027_39.jpg,102739
40,40,0.12567901234567902,speed_1027_40.jpg,102740
41,41,0.0,speed_1027_41.jpg,102741
42,42,0.051574074074074064,speed_1027_42.jpg,102742
43,43,0.07461419753086422,speed_1027_43.jpg,102743
44,44,0.05432098765432095,speed_1027_44.jpg,102744
45,45,0.08364197530864195,speed_1027_45.jpg,102745
46,46,0.0,speed_1027_46.jpg,102746
47,47,0.05964506172839507,speed_1027_47.jpg,102747
48,48,0.05916666666666665,speed_1027_48.jpg,102748
49,49,0.06949074074074076,speed_1027_49.jpg,102749
50,50,0.07716049382716048,speed_1027_50.jpg,102750
51,51,0.13557098765432105,speed_1027_51.jpg,102751
52,52,0.07808641975308646,speed_1027_52.jpg,102752
53,53,0.07175925925925926,speed_1027_53.jpg,102753
54,54,0.05674603174603179,speed_1027_54.jpg,102754
55,55,0.043004115226337465,speed_1027_55.jpg,102755
56,56,0.07268518518518519,speed_1027_56.jpg,102756
57,57,0.06261574074074074,speed_1027_57.jpg,102757
58,58,0.051752645502645515,speed_1027_58.jpg,102758
59,59,0.07032407407407408,speed_1027_59.jpg,102759
60,60,0.10185185185185183,speed_1027_60.jpg,102760
61,61,0.08239858906525575,speed_1027_61.jpg,102761
62,62,0.053843995510662164,speed_1027_62.jpg,102762
63,63,0.04907407407407408,speed_1027_63.jpg,102763
64,64,0.06407407407407413,speed_1027_64.jpg,102764
65,65,0.05679012345679016,speed_1027_65.jpg,102765
66,66,0.08402777777777777,speed_1027_66.jpg,102766
67,67,0.049831649831649776,speed_1027_67.jpg,102767
68,68,0.05552706552706552,speed_1027_68.jpg,102768
69,69,0.07283950617283952,speed_1027_69.jpg,102769
70,70,0.07020576131687245,speed_1027_70.jpg,102770
71,71,0.07186213991769545,speed_1027_71.jpg,102771
72,72,0.06879910213243548,speed_1027_72.jpg,102772
73,73,0.05885225885225887,speed_1027_73.jpg,102773
74,74,0.0649981962481963,speed_1027_74.jpg,102774
75,75,0.050525042087542084,speed_1027_75.jpg,102775
76,76,0.06723646723646726,speed_1027_76.jpg,102776
77,77,0.06711560044893379,speed_1027_77.jpg,102777
78,78,0.033461934156378624,speed_1027_78.jpg,102778
79,79,0.06318002984669653,speed_1027_79.jpg,102779
80,80,0.05832947530864197,speed_1027_80.jpg,102780
81,81,0.03871527777777778,speed_1027_81.jpg,102781
82,82,0.04906525573192242,speed_1027_82.jpg,102782
83,83,0.05481261022927692,speed_1027_83.jpg,102783
84,84,0.04398148148148148,speed_1027_84.jpg,102784
85,85,0.05725028058361396,speed_1027_85.jpg,102785
86,86,0.061651234567901274,speed_1027_86.jpg,102786
87,87,0.044152421652421635,speed_1027_87.jpg,102787
88,88,0.06400462962962962,speed_1027_88.jpg,102788
89,89,0.05620884773662548,speed_1027_89.jpg,102789
90,90,0.04685145101811772,speed_1027_90.jpg,102790
91,91,0.049589947089947066,speed_1027_91.jpg,102791
92,92,0.04117283950617287,speed_1027_92.jpg,102792
93,93,0.030514403292181087,speed_1027_93.jpg,102793
94,94,0.05404965404965407,speed_1027_94.jpg,102794
95,95,0.0575536062378168,speed_1027_95.jpg,102795
96,96,0.05489469862018879,speed_1027_96.jpg,102796
97,97,0.059135802469135815,speed_1027_97.jpg,102797
98,98,0.0682343863471315,speed_1027_98.jpg,102798
99,99,0.07465347923681256,speed_1027_99.jpg,102799
100,100,0.05531457739791077,speed_1027_100.jpg,1027100
101,101,0.0684082892416226,speed_1027_101.jpg,1027101
102,102,0.06128086419753088,speed_1027_102.jpg,1027102
103,103,0.06583333333333335,speed_1027_103.jpg,1027103
104,104,0.06499999999999999,speed_1027_104.jpg,1027104
105,105,0.0596006359895249,speed_1027_105.jpg,1027105
106,106,0.07923555996472667,speed_1027_106.jpg,1027106
107,107,0.060018993352326674,speed_1027_107.jpg,1027107
108,108,0.09021915584415592,speed_1027_108.jpg,1027108
109,109,0.16805535223409626,speed_1027_109.jpg,1027109
110,110,0.26655745489078825,speed_1027_110.jpg,1027110
111,111,0.28582184276628725,speed_1027_111.jpg,1027111
112,112,0.3155444761000317,speed_1027_112.jpg,1027112
113,113,0.2933539094650205,speed_1027_113.jpg,1027113
114,114,0.20662177328843992,speed_1027_114.jpg,1027114
115,115,0.1766619627649039,speed_1027_115.jpg,1027115
116,116,0.18505137631975874,speed_1027_116.jpg,1027116
117,117,0.22512345679012355,speed_1027_117.jpg,1027117
118,118,0.26069775132275136,speed_1027_118.jpg,1027118
119,119,0.2036128917378918,speed_1027_119.jpg,1027119
120,120,0.19047325102880652,speed_1027_120.jpg,1027120
121,121,0.16691358024691358,speed_1027_121.jpg,1027121
122,122,0.17359783734783732,speed_1027_122.jpg,1027122
123,123,0.19914717348927874,speed_1027_123.jpg,1027123
124,124,0.1902954144620811,speed_1027_124.jpg,1027124
125,125,0.20340930674264016,speed_1027_125.jpg,1027125
126,126,0.22235082304526751,speed_1027_126.jpg,1027126
127,127,0.3213131313131313,speed_1027_127.jpg,1027127
128,128,0.3045469576719576,speed_1027_128.jpg,1027128
129,129,0.315022554605888,speed_1027_129.jpg,1027129
130,130,0.3094201940035273,speed_1027_130.jpg,1027130
131,131,0.3153909465020576,speed_1027_131.jpg,1027131
132,132,0.3655723143958438,speed_1027_132.jpg,1027132
133,133,0.3708011124677791,speed_1027_133.jpg,1027133
134,134,0.35490319865319864,speed_1027_134.jpg,1027134
135,135,0.3617727128838241,speed_1027_135.jpg,1027135
136,136,0.3572751322751323,speed_1027_136.jpg,1027136
137,137,0.3456505223171889,speed_1027_137.jpg,1027137
138,138,0.3376448243114909,speed_1027_138.jpg,1027138
139,139,0.3398544973544973,speed_1027_139.jpg,1027139
140,140,0.4064043209876543,speed_1027_140.jpg,1027140
141,141,0.4012696408529742,speed_1027_141.jpg,1027141
142,142,0.4414866255144034,speed_1027_142.jpg,1027142
143,143,0.4582142857142858,speed_1027_143.jpg,1027143
144,144,0.445900025900026,speed_1027_144.jpg,1027144
145,145,0.4388154027042916,speed_1027_145.jpg,1027145
146,146,0.4505920584045584,speed_1027_146.jpg,1027146
147,147,0.4662863756613756,speed_1027_147.jpg,1027147
148,148,0.5732561728395059,speed_1027_148.jpg,1027148
149,149,0.4189249676478779,speed_1027_149.jpg,1027149
150,150,0.3680453431372549,speed_1027_150.jpg,1027150
151,151,0.29852501256913017,speed_1027_151.jpg,1027151
152,152,0.18089726631393305,speed_1027_152.jpg,1027152
153,153,0.14050925925925925,speed_1027_153.jpg,1027153
154,154,0.1344521604938272,speed_1027_154.jpg,1027154
155,155,0.10601851851851853,speed_1027_155.jpg,1027155
156,156,0.10475322607675548,speed_1027_156.jpg,1027156
157,157,0.1126837154614932,speed_1027_157.jpg,1027157
158,158,0.1446152703505645,speed_1027_158.jpg,1027158
159,159,0.2829012345679013,speed_1027_159.jpg,1027159
160,160,0.2584490740740741,speed_1027_160.jpg,1027160
161,161,0.2285956790123457,speed_1027_161.jpg,1027161
162,162,0.24576655982905984,speed_1027_162.jpg,1027162
163,163,0.2870005611672279,speed_1027_163.jpg,1027163
164,164,0.3174978956228956,speed_1027_164.jpg,1027164
165,165,0.3226139601139601,speed_1027_165.jpg,1027165
166,166,0.3328669662309368,speed_1027_166.jpg,1027166
167,167,0.3512769637769637,speed_1027_167.jpg,1027167
168,168,0.3822364672364672,speed_1027_168.jpg,1027168
169,169,0.3902243589743589,speed_1027_169.jpg,1027169
170,170,0.3933606902356903,speed_1027_170.jpg,1027170
171,171,0.4207799145299145,speed_1027_171.jpg,1027171
172,172,0.41949588477366256,speed_1027_172.jpg,1027172
173,173,0.4370594837261504,speed_1027_173.jpg,1027173
174,174,0.4860890652557321,speed_1027_174.jpg,1027174
175,175,0.4959656084656085,speed_1027_175.jpg,1027175
176,176,0.5124007936507936,speed_1027_176.jpg,1027176
177,177,0.4947070868945869,speed_1027_177.jpg,1027177
178,178,0.5008664021164021,speed_1027_178.jpg,1027178
179,179,0.5028916813639036,speed_1027_179.jpg,1027179
180,180,0.5023751167133519,speed_1027_180.jpg,1027180
181,181,0.513653450459006,speed_1027_181.jpg,1027181
182,182,0.5237683998100665,speed_1027_182.jpg,1027182
183,183,0.5056860269360269,speed_1027_183.jpg,1027183
184,184,0.5261468855218855,speed_1027_184.jpg,1027184
185,185,0.5032711988304094,speed_1027_185.jpg,1027185
186,186,0.5239373897707232,speed_1027_186.jpg,1027186
187,187,0.5222658205991539,speed_1027_187.jpg,1027187
188,188,0.5208401416122004,speed_1027_188.jpg,1027188
189,189,0.4991448801742919,speed_1027_189.jpg,1027189
190,190,0.4278050954681389,speed_1027_190.jpg,1027190
191,191,0.41490740740740745,speed_1027_191.jpg,1027191
192,192,0.3495634920634921,speed_1027_192.jpg,1027192
193,193,0.3750816993464052,speed_1027_193.jpg,1027193
194,194,0.3829948646125117,speed_1027_194.jpg,1027194
195,195,0.4048971861471861,speed_1027_195.jpg,1027195
196,196,0.44377670940170943,speed_1027_196.jpg,1027196
197,197,0.4527417027417026,speed_1027_197.jpg,1027197
198,198,0.4743694962444962,speed_1027_198.jpg,1027198
199,199,0.5103446748183591,speed_1027_199.jpg,1027199
200,200,0.6098756798756799,speed_1027_200.jpg,1027200
201,201,0.5730864197530863,speed_1027_201.jpg,1027201
202,202,0.5239454732510289,speed_1027_202.jpg,1027202
203,203,0.4632458847736625,speed_1027_203.jpg,1027203
204,204,0.3904145751367974,speed_1027_204.jpg,1027204
205,205,0.3030745489078822,speed_1027_205.jpg,1027205
206,206,0.2592746913580247,speed_1027_206.jpg,1027206
207,207,0.29635058336199976,speed_1027_207.jpg,1027207
208,208,0.3334475902184236,speed_1027_208.jpg,1027208
209,209,0.3437627187627187,speed_1027_209.jpg,1027209
210,210,0.3434624017957352,speed_1027_210.jpg,1027210
211,211,0.3478133903133904,speed_1027_211.jpg,1027211
